symbol_code,timestamp,open,high,low,close,volume,adjustment_basis
TEST0001,2025-03-27T15:30:00+09:00,721.35,728.35,717.35,723.35,336478,synthetic_split_adjusted
TEST0001,2025-03-28T15:30:00+09:00,712.49,719.49,708.49,714.49,327364,synthetic_split_adjusted
TEST0001,2025-03-31T15:30:00+09:00,704.32,711.32,700.32,706.32,319323,synthetic_split_adjusted
TEST0001,2025-04-01T15:30:00+09:00,697.0,704.0,693.0,699.0,312518,synthetic_split_adjusted
TEST0001,2025-04-02T15:30:00+09:00,690.7,697.7,686.7,692.7,307088,synthetic_split_adjusted
TEST0001,2025-04-03T15:30:00+09:00,685.55,692.55,681.55,687.55,303144,synthetic_split_adjusted
TEST0001,2025-04-04T15:30:00+09:00,681.66,688.66,677.66,683.66,300765,synthetic_split_adjusted
TEST0001,2025-04-07T15:30:00+09:00,679.13,686.13,675.13,681.13,300000,synthetic_split_adjusted
TEST0001,2025-04-08T15:30:00+09:00,678.01,685.01,674.01,680.01,300866,synthetic_split_adjusted
TEST0001,2025-04-09T15:30:00+09:00,678.35,685.35,674.35,680.35,303343,synthetic_split_adjusted
TEST0001,2025-04-10T15:30:00+09:00,680.14,687.14,676.14,682.14,307383,synthetic_split_adjusted
TEST0001,2025-04-11T15:30:00+09:00,683.37,690.37,679.37,685.37,312901,synthetic_split_adjusted
TEST0001,2025-04-14T15:30:00+09:00,687.99,694.99,683.99,689.99,319787,synthetic_split_adjusted
TEST0001,2025-04-15T15:30:00+09:00,693.92,700.92,689.92,695.92,327900,synthetic_split_adjusted
TEST0001,2025-04-16T15:30:00+09:00,701.06,708.06,697.06,703.06,337074,synthetic_split_adjusted
TEST0001,2025-04-17T15:30:00+09:00,709.29,716.29,705.29,711.29,347122,synthetic_split_adjusted
TEST0001,2025-04-18T15:30:00+09:00,718.46,725.46,714.46,720.46,357841,synthetic_split_adjusted
TEST0001,2025-04-21T15:30:00+09:00,728.39,735.39,724.39,730.39,369010,synthetic_split_adjusted
TEST0001,2025-04-22T15:30:00+09:00,738.93,745.93,734.93,740.93,380404,synthetic_split_adjusted
TEST0001,2025-04-23T15:30:00+09:00,749.86,756.86,745.86,751.86,391790,synthetic_split_adjusted
TEST0001,2025-04-24T15:30:00+09:00,761.0,768.0,757.0,763.0,402935,synthetic_split_adjusted
TEST0001,2025-04-25T15:30:00+09:00,772.14,779.14,768.14,774.14,413613,synthetic_split_adjusted
TEST0001,2025-04-28T15:30:00+09:00,783.07,790.07,779.07,785.07,423606,synthetic_split_adjusted
TEST0001,2025-04-29T15:30:00+09:00,793.61,800.61,789.61,795.61,432711,synthetic_split_adjusted
TEST0001,2025-04-30T15:30:00+09:00,803.54,810.54,799.54,805.54,440742,synthetic_split_adjusted
TEST0001,2025-05-01T15:30:00+09:00,812.71,819.71,808.71,814.71,447535,synthetic_split_adjusted
TEST0001,2025-05-02T15:30:00+09:00,820.94,827.94,816.94,822.94,452952,synthetic_split_adjusted
TEST0001,2025-05-05T15:30:00+09:00,828.08,835.08,824.08,830.08,456883,synthetic_split_adjusted
TEST0001,2025-05-06T15:30:00+09:00,834.01,841.01,830.01,836.01,459248,synthetic_split_adjusted
TEST0001,2025-05-07T15:30:00+09:00,838.63,845.63,834.63,840.63,459998,synthetic_split_adjusted
TEST0001,2025-05-08T15:30:00+09:00,841.86,848.86,837.86,843.86,459118,synthetic_split_adjusted
TEST0001,2025-05-09T15:30:00+09:00,843.65,850.65,839.65,845.65,456627,synthetic_split_adjusted
TEST0001,2025-05-12T15:30:00+09:00,843.99,850.99,839.99,845.99,452574,synthetic_split_adjusted
TEST0001,2025-05-13T15:30:00+09:00,842.87,849.87,838.87,844.87,447043,synthetic_split_adjusted
TEST0001,2025-05-14T15:30:00+09:00,840.34,847.34,836.34,842.34,440145,synthetic_split_adjusted
TEST0001,2025-05-15T15:30:00+09:00,836.45,843.45,832.45,838.45,432023,synthetic_split_adjusted
TEST0001,2025-05-16T15:30:00+09:00,831.3,838.3,827.3,833.3,422840,synthetic_split_adjusted
TEST0001,2025-05-19T15:30:00+09:00,825.0,832.0,821.0,827.0,412785,synthetic_split_adjusted
TEST0001,2025-05-20T15:30:00+09:00,817.68,824.68,813.68,819.68,402061,synthetic_split_adjusted
TEST0001,2025-05-21T15:30:00+09:00,809.51,816.51,805.51,811.51,390888,synthetic_split_adjusted
TEST0001,2025-05-22T15:30:00+09:00,800.65,807.65,796.65,802.65,379494,synthetic_split_adjusted
TEST0001,2025-05-23T15:30:00+09:00,791.29,798.29,787.29,793.29,368109,synthetic_split_adjusted
TEST0001,2025-05-26T15:30:00+09:00,781.63,788.63,777.63,783.63,356967,synthetic_split_adjusted
TEST0001,2025-05-27T15:30:00+09:00,771.87,778.87,767.87,773.87,346294,synthetic_split_adjusted
TEST0001,2025-05-28T15:30:00+09:00,762.21,769.21,758.21,764.21,336308,synthetic_split_adjusted
TEST0001,2025-05-29T15:30:00+09:00,752.85,759.85,748.85,754.85,327212,synthetic_split_adjusted
TEST0001,2025-05-30T15:30:00+09:00,743.99,750.99,739.99,745.99,319192,synthetic_split_adjusted
TEST0001,2025-06-02T15:30:00+09:00,735.82,742.82,731.82,737.82,312410,synthetic_split_adjusted
TEST0001,2025-06-03T15:30:00+09:00,728.5,735.5,724.5,730.5,307005,synthetic_split_adjusted
TEST0001,2025-06-04T15:30:00+09:00,722.2,729.2,718.2,724.2,303088,synthetic_split_adjusted
TEST0001,2025-06-05T15:30:00+09:00,717.05,724.05,713.05,719.05,300737,synthetic_split_adjusted
TEST0001,2025-06-06T15:30:00+09:00,713.16,720.16,709.16,715.16,300001,synthetic_split_adjusted
TEST0001,2025-06-09T15:30:00+09:00,710.63,717.63,706.63,712.63,300896,synthetic_split_adjusted
TEST0001,2025-06-10T15:30:00+09:00,709.51,716.51,705.51,711.51,303401,synthetic_split_adjusted
TEST0001,2025-06-11T15:30:00+09:00,709.85,716.85,705.85,711.85,307468,synthetic_split_adjusted
TEST0001,2025-06-12T15:30:00+09:00,711.64,718.64,707.64,713.64,313012,synthetic_split_adjusted
TEST0001,2025-06-13T15:30:00+09:00,714.87,721.87,710.87,716.87,319921,synthetic_split_adjusted
TEST0001,2025-06-16T15:30:00+09:00,719.49,726.49,715.49,721.49,328053,synthetic_split_adjusted
TEST0001,2025-06-17T15:30:00+09:00,725.42,732.42,721.42,727.42,337245,synthetic_split_adjusted
TEST0001,2025-06-18T15:30:00+09:00,732.56,739.56,728.56,734.56,347307,synthetic_split_adjusted
TEST0001,2025-06-19T15:30:00+09:00,740.79,747.79,736.79,742.79,358035,synthetic_split_adjusted
TEST0001,2025-06-20T15:30:00+09:00,749.96,756.96,745.96,751.96,369211,synthetic_split_adjusted
TEST0001,2025-06-23T15:30:00+09:00,759.89,766.89,755.89,761.89,380606,synthetic_split_adjusted
TEST0001,2025-06-24T15:30:00+09:00,770.43,777.43,766.43,772.43,391990,synthetic_split_adjusted
TEST0001,2025-06-25T15:30:00+09:00,781.36,788.36,777.36,783.36,403129,synthetic_split_adjusted
TEST0001,2025-06-26T15:30:00+09:00,792.5,799.5,788.5,794.5,413796,synthetic_split_adjusted
TEST0001,2025-06-27T15:30:00+09:00,803.64,810.64,799.64,805.64,423776,synthetic_split_adjusted
TEST0001,2025-06-30T15:30:00+09:00,814.57,821.57,810.57,816.57,432863,synthetic_split_adjusted
TEST0001,2025-07-01T15:30:00+09:00,825.11,832.11,821.11,827.11,440873,synthetic_split_adjusted
TEST0001,2025-07-02T15:30:00+09:00,835.04,842.04,831.04,837.04,447643,synthetic_split_adjusted
TEST0001,2025-07-03T15:30:00+09:00,844.21,851.21,840.21,846.21,453035,synthetic_split_adjusted
TEST0001,2025-07-04T15:30:00+09:00,852.44,859.44,848.44,854.44,456939,synthetic_split_adjusted
TEST0001,2025-07-07T15:30:00+09:00,859.58,866.58,855.58,861.58,459275,synthetic_split_adjusted
TEST0001,2025-07-08T15:30:00+09:00,865.51,872.51,861.51,867.51,459997,synthetic_split_adjusted
TEST0001,2025-07-09T15:30:00+09:00,870.13,877.13,866.13,872.13,459088,synthetic_split_adjusted
TEST0001,2025-07-10T15:30:00+09:00,873.36,880.36,869.36,875.36,456568,synthetic_split_adjusted
TEST0001,2025-07-11T15:30:00+09:00,875.15,882.15,871.15,877.15,452489,synthetic_split_adjusted
TEST0001,2025-07-14T15:30:00+09:00,875.49,882.49,871.49,877.49,446932,synthetic_split_adjusted
TEST0001,2025-07-15T15:30:00+09:00,874.37,881.37,870.37,876.37,440012,synthetic_split_adjusted
TEST0001,2025-07-16T15:30:00+09:00,871.84,878.84,867.84,873.84,431869,synthetic_split_adjusted
TEST0001,2025-07-17T15:30:00+09:00,867.95,874.95,863.95,869.95,422669,synthetic_split_adjusted
TEST0001,2025-07-18T15:30:00+09:00,862.8,869.8,858.8,864.8,412600,synthetic_split_adjusted
TEST0001,2025-07-21T15:30:00+09:00,856.5,863.5,852.5,858.5,401867,synthetic_split_adjusted
TEST0001,2025-07-22T15:30:00+09:00,849.18,856.18,845.18,851.18,390688,synthetic_split_adjusted
TEST0001,2025-07-23T15:30:00+09:00,841.01,848.01,837.01,843.01,379291,synthetic_split_adjusted
TEST0001,2025-07-24T15:30:00+09:00,832.15,839.15,828.15,834.15,367909,synthetic_split_adjusted
TEST0001,2025-07-25T15:30:00+09:00,822.79,829.79,818.79,824.79,356774,synthetic_split_adjusted
TEST0001,2025-07-28T15:30:00+09:00,813.13,820.13,809.13,815.13,346111,synthetic_split_adjusted
TEST0001,2025-07-29T15:30:00+09:00,803.37,810.37,799.37,805.37,336139,synthetic_split_adjusted
TEST0001,2025-07-30T15:30:00+09:00,793.71,800.71,789.71,795.71,327060,synthetic_split_adjusted
TEST0001,2025-07-31T15:30:00+09:00,784.35,791.35,780.35,786.35,319060,synthetic_split_adjusted
TEST0001,2025-08-01T15:30:00+09:00,775.49,782.49,771.49,777.49,312302,synthetic_split_adjusted
TEST0001,2025-08-04T15:30:00+09:00,767.32,774.32,763.32,769.32,306923,synthetic_split_adjusted
TEST0001,2025-08-05T15:30:00+09:00,760.0,767.0,756.0,762.0,303032,synthetic_split_adjusted
TEST0001,2025-08-06T15:30:00+09:00,753.7,760.7,749.7,755.7,300710,synthetic_split_adjusted
TEST0001,2025-08-07T15:30:00+09:00,748.55,755.55,744.55,750.55,300003,synthetic_split_adjusted
TEST0001,2025-08-08T15:30:00+09:00,744.66,751.66,740.66,746.66,300926,synthetic_split_adjusted
TEST0001,2025-08-11T15:30:00+09:00,742.13,749.13,738.13,744.13,303460,synthetic_split_adjusted
TEST0001,2025-08-12T15:30:00+09:00,741.01,748.01,737.01,743.01,307553,synthetic_split_adjusted
TEST0001,2025-08-13T15:30:00+09:00,741.35,748.35,737.35,743.35,313123,synthetic_split_adjusted
TEST0001,2025-08-14T15:30:00+09:00,743.14,750.14,739.14,745.14,320054,synthetic_split_adjusted
TEST0001,2025-08-15T15:30:00+09:00,746.37,753.37,742.37,748.37,328207,synthetic_split_adjusted
TEST0001,2025-08-18T15:30:00+09:00,750.99,757.99,746.99,752.99,337416,synthetic_split_adjusted
TEST0001,2025-08-19T15:30:00+09:00,756.92,763.92,752.92,758.92,347492,synthetic_split_adjusted
TEST0001,2025-08-20T15:30:00+09:00,764.06,771.06,760.06,766.06,358230,synthetic_split_adjusted
TEST0001,2025-08-21T15:30:00+09:00,772.29,779.29,768.29,774.29,369411,synthetic_split_adjusted
TEST0001,2025-08-22T15:30:00+09:00,781.46,788.46,777.46,783.46,380809,synthetic_split_adjusted
TEST0001,2025-08-25T15:30:00+09:00,791.39,798.39,787.39,793.39,392190,synthetic_split_adjusted
TEST0001,2025-08-26T15:30:00+09:00,801.93,808.93,797.93,803.93,403322,synthetic_split_adjusted
TEST0001,2025-08-27T15:30:00+09:00,812.86,819.86,808.86,814.86,413980,synthetic_split_adjusted
TEST0001,2025-08-28T15:30:00+09:00,824.0,831.0,820.0,826.0,423945,synthetic_split_adjusted
TEST0001,2025-08-29T15:30:00+09:00,835.14,842.14,831.14,837.14,433014,synthetic_split_adjusted
TEST0001,2025-09-01T15:30:00+09:00,846.07,853.07,842.07,848.07,441004,synthetic_split_adjusted
TEST0001,2025-09-02T15:30:00+09:00,856.61,863.61,852.61,858.61,447751,synthetic_split_adjusted
TEST0001,2025-09-03T15:30:00+09:00,866.54,873.54,862.54,868.54,453117,synthetic_split_adjusted
TEST0001,2025-09-04T15:30:00+09:00,875.71,882.71,871.71,877.71,456994,synthetic_split_adjusted
TEST0001,2025-09-05T15:30:00+09:00,883.94,890.94,879.94,885.94,459302,synthetic_split_adjusted
TEST0001,2025-09-08T15:30:00+09:00,891.08,898.08,887.08,893.08,459995,synthetic_split_adjusted
TEST0001,2025-09-09T15:30:00+09:00,897.01,904.01,893.01,899.01,459058,synthetic_split_adjusted
TEST0001,2025-09-10T15:30:00+09:00,901.63,908.63,897.63,903.63,456510,synthetic_split_adjusted
TEST0001,2025-09-11T15:30:00+09:00,904.86,911.86,900.86,906.86,452403,synthetic_split_adjusted
TEST0001,2025-09-12T15:30:00+09:00,906.65,913.65,902.65,908.65,446821,synthetic_split_adjusted
TEST0001,2025-09-15T15:30:00+09:00,906.99,913.99,902.99,908.99,439878,synthetic_split_adjusted
TEST0001,2025-09-16T15:30:00+09:00,905.87,912.87,901.87,907.87,431714,synthetic_split_adjusted
TEST0001,2025-09-17T15:30:00+09:00,903.34,910.34,899.34,905.34,422498,synthetic_split_adjusted
TEST0001,2025-09-18T15:30:00+09:00,899.45,906.45,895.45,901.45,412415,synthetic_split_adjusted
TEST0001,2025-09-19T15:30:00+09:00,894.3,901.3,890.3,896.3,401672,synthetic_split_adjusted
TEST0001,2025-09-22T15:30:00+09:00,888.0,895.0,884.0,890.0,390487,synthetic_split_adjusted
TEST0001,2025-09-23T15:30:00+09:00,880.68,887.68,876.68,882.68,379089,synthetic_split_adjusted
TEST0001,2025-09-24T15:30:00+09:00,872.51,879.51,868.51,874.51,367709,synthetic_split_adjusted
TEST0001,2025-09-25T15:30:00+09:00,863.65,870.65,859.65,865.65,356580,synthetic_split_adjusted
TEST0001,2025-09-26T15:30:00+09:00,854.29,861.29,850.29,856.29,345928,synthetic_split_adjusted
TEST0001,2025-09-29T15:30:00+09:00,844.63,851.63,840.63,846.63,335970,synthetic_split_adjusted
TEST0001,2025-09-30T15:30:00+09:00,834.87,841.87,830.87,836.87,326909,synthetic_split_adjusted
TEST0001,2025-10-01T15:30:00+09:00,825.21,832.21,821.21,827.21,318929,synthetic_split_adjusted
TEST0001,2025-10-02T15:30:00+09:00,815.85,822.85,811.85,817.85,312194,synthetic_split_adjusted
TEST0001,2025-10-03T15:30:00+09:00,806.99,813.99,802.99,808.99,306841,synthetic_split_adjusted
TEST0001,2025-10-06T15:30:00+09:00,798.82,805.82,794.82,800.82,302977,synthetic_split_adjusted
TEST0001,2025-10-07T15:30:00+09:00,791.5,798.5,787.5,793.5,300683,synthetic_split_adjusted
TEST0001,2025-10-08T15:30:00+09:00,785.2,792.2,781.2,787.2,300005,synthetic_split_adjusted
TEST0001,2025-10-09T15:30:00+09:00,780.05,787.05,776.05,782.05,300957,synthetic_split_adjusted
TEST0001,2025-10-10T15:30:00+09:00,776.16,783.16,772.16,778.16,303519,synthetic_split_adjusted
TEST0001,2025-10-13T15:30:00+09:00,773.63,780.63,769.63,775.63,307639,synthetic_split_adjusted
TEST0001,2025-10-14T15:30:00+09:00,772.51,779.51,768.51,774.51,313234,synthetic_split_adjusted
TEST0001,2025-10-15T15:30:00+09:00,772.85,779.85,768.85,774.85,320188,synthetic_split_adjusted
TEST0001,2025-10-16T15:30:00+09:00,774.64,781.64,770.64,776.64,328362,synthetic_split_adjusted
TEST0001,2025-10-17T15:30:00+09:00,777.87,784.87,773.87,779.87,337587,synthetic_split_adjusted
TEST0001,2025-10-20T15:30:00+09:00,782.49,789.49,778.49,784.49,347676,synthetic_split_adjusted
TEST0001,2025-10-21T15:30:00+09:00,788.42,795.42,784.42,790.42,358424,synthetic_split_adjusted
TEST0001,2025-10-22T15:30:00+09:00,795.56,802.56,791.56,797.56,369612,synthetic_split_adjusted
TEST0001,2025-10-23T15:30:00+09:00,803.79,810.79,799.79,805.79,381011,synthetic_split_adjusted
TEST0001,2025-10-24T15:30:00+09:00,812.96,819.96,808.96,814.96,392390,synthetic_split_adjusted
TEST0001,2025-10-27T15:30:00+09:00,822.89,829.89,818.89,824.89,403516,synthetic_split_adjusted
TEST0001,2025-10-28T15:30:00+09:00,833.43,840.43,829.43,835.43,414163,synthetic_split_adjusted
TEST0001,2025-10-29T15:30:00+09:00,844.36,851.36,840.36,846.36,424114,synthetic_split_adjusted
TEST0001,2025-10-30T15:30:00+09:00,855.5,862.5,851.5,857.5,433166,synthetic_split_adjusted
TEST0001,2025-10-31T15:30:00+09:00,866.64,873.64,862.64,868.64,441135,synthetic_split_adjusted
TEST0001,2025-11-03T15:30:00+09:00,877.57,884.57,873.57,879.57,447858,synthetic_split_adjusted
TEST0001,2025-11-04T15:30:00+09:00,888.11,895.11,884.11,890.11,453199,synthetic_split_adjusted
TEST0001,2025-11-05T15:30:00+09:00,898.04,905.04,894.04,900.04,457049,synthetic_split_adjusted
TEST0001,2025-11-06T15:30:00+09:00,907.21,914.21,903.21,909.21,459329,synthetic_split_adjusted
TEST0001,2025-11-07T15:30:00+09:00,915.44,922.44,911.44,917.44,459992,synthetic_split_adjusted
TEST0001,2025-11-10T15:30:00+09:00,922.58,929.58,918.58,924.58,459026,synthetic_split_adjusted
TEST0001,2025-11-11T15:30:00+09:00,928.51,935.51,924.51,930.51,456450,synthetic_split_adjusted
TEST0001,2025-11-12T15:30:00+09:00,933.13,940.13,929.13,935.13,452317,synthetic_split_adjusted
TEST0001,2025-11-13T15:30:00+09:00,936.36,943.36,932.36,938.36,446709,synthetic_split_adjusted
TEST0001,2025-11-14T15:30:00+09:00,938.15,945.15,934.15,940.15,439743,synthetic_split_adjusted
TEST0001,2025-11-17T15:30:00+09:00,938.49,945.49,934.49,940.49,431560,synthetic_split_adjusted
TEST0001,2025-11-18T15:30:00+09:00,937.37,944.37,933.37,939.37,422326,synthetic_split_adjusted
TEST0001,2025-11-19T15:30:00+09:00,934.84,941.84,930.84,936.84,412230,synthetic_split_adjusted
TEST0001,2025-11-20T15:30:00+09:00,930.95,937.95,926.95,932.95,401477,synthetic_split_adjusted
TEST0001,2025-11-21T15:30:00+09:00,925.8,932.8,921.8,927.8,390287,synthetic_split_adjusted
TEST0001,2025-11-24T15:30:00+09:00,919.5,926.5,915.5,921.5,378887,synthetic_split_adjusted
TEST0001,2025-11-25T15:30:00+09:00,912.18,919.18,908.18,914.18,367509,synthetic_split_adjusted
TEST0001,2025-11-26T15:30:00+09:00,904.01,911.01,900.01,906.01,356387,synthetic_split_adjusted
TEST0001,2025-11-27T15:30:00+09:00,895.15,902.15,891.15,897.15,345745,synthetic_split_adjusted
TEST0001,2025-11-28T15:30:00+09:00,885.79,892.79,881.79,887.79,335801,synthetic_split_adjusted
TEST0001,2025-12-01T15:30:00+09:00,876.13,883.13,872.13,878.13,326758,synthetic_split_adjusted
TEST0001,2025-12-02T15:30:00+09:00,866.37,873.37,862.37,868.37,318799,synthetic_split_adjusted
TEST0001,2025-12-03T15:30:00+09:00,856.71,863.71,852.71,858.71,312087,synthetic_split_adjusted
TEST0001,2025-12-04T15:30:00+09:00,847.35,854.35,843.35,849.35,306759,synthetic_split_adjusted
TEST0001,2025-12-05T15:30:00+09:00,838.49,845.49,834.49,840.49,302923,synthetic_split_adjusted
TEST0001,2025-12-08T15:30:00+09:00,830.32,837.32,826.32,832.32,300657,synthetic_split_adjusted
TEST0001,2025-12-09T15:30:00+09:00,823.0,830.0,819.0,825.0,300008,synthetic_split_adjusted
TEST0001,2025-12-10T15:30:00+09:00,816.7,823.7,812.7,818.7,300988,synthetic_split_adjusted
TEST0001,2025-12-11T15:30:00+09:00,811.55,818.55,807.55,813.55,303579,synthetic_split_adjusted
TEST0001,2025-12-12T15:30:00+09:00,807.66,814.66,803.66,809.66,307726,synthetic_split_adjusted
TEST0001,2025-12-15T15:30:00+09:00,805.13,812.13,801.13,807.13,313345,synthetic_split_adjusted
